Date,Open,High,Low,Close,Volume
2017/9/17,3698.9,3796.6,3485.8,3689.6,96.07K
2017/9/18,3689.6,4122.8,3689,4100.3,147.93K
2017/9/19,4100.3,4120.7,3852.2,3908,123.22K
2017/9/20,3908,4053,3846.8,3882.2,86.65K
2017/9/21,3882.2,3912.8,3576.5,3617.3,145.13K
2017/9/22,3617.3,3753.5,3505.8,3600.8,114.72K
2017/9/23,3600.8,3813.4,3563.2,3788,67.82K
2017/9/24,3788,3790.9,3633.9,3667.5,49.66K
2017/9/25,3667.5,3971.5,3665.7,3932.8,100.20K
2017/9/26,3932.8,3982.3,3858.8,3892.7,63.25K
2017/9/27,3892.7,4232.4,3882.1,4212.2,117.60K
2017/9/28,4212.2,4274.6,4112.9,4195.6,92.23K
2017/9/29,4195.6,4237.5,4030.4,4172.8,97.80K
2017/9/30,4172.8,4383.3,4164.3,4360.6,67.49K
2017/10/1,4360.6,4412.6,4258.3,4403.1,60.58K
2017/10/2,4403.1,4477.4,4364.7,4401.3,71.20K
2017/10/3,4401.3,4436,4230.7,4314.2,81.87K
2017/10/4,4314.2,4355.3,4183.6,4218.7,64.08K
2017/10/5,4218.7,4365.8,4143.4,4321.4,63.61K
2017/10/6,4321.4,4422.1,4296.9,4371.9,61.69K
2017/10/7,4371.9,4472.9,4319.5,4435.8,40.20K
2017/10/8,4435.8,4622.9,4419.4,4611.7,71.37K
2017/10/9,4611.7,4875.4,4556.1,4777.5,110.19K
2017/10/10,4777.5,4930,4722.8,4763.4,98.49K
2017/10/11,4763.4,4874.9,4718.6,4824.2,70.48K
2017/10/12,4824.2,5432.6,4815,5432.6,163.92K
2017/10/13,5432.6,5852.8,5392,5637.3,215.02K
2017/10/14,5637.3,5839.6,5568.9,5824.7,76.22K
2017/10/15,5824.7,5862.7,5448.2,5688.1,101.64K
2017/10/16,5677.4,5795.3,5576.1,5759.3,61.36K
2017/10/17,5759.3,5773.3,5521.1,5598.6,65.64K
2017/10/18,5598.6,5601.3,5114.9,5575.8,122.02K
2017/10/19,5576.7,5737.4,5517.6,5698.6,83.06K
2017/10/20,5698.6,6075.3,5611.4,5993.1,123.86K
2017/10/21,5993.1,6187.2,5874.5,6006.6,112.94K
2017/10/22,6006.6,6070.6,5723,5982.9,105.03K
2017/10/23,5982.9,6049,5644.2,5903.6,137.14K
2017/10/24,5903.6,5904.6,5463.4,5513.1,143.74K
2017/10/25,5513.1,5748,5375.6,5734,105.84K
2017/10/26,5734,5970.4,5689.9,5887.6,93.68K
2017/10/27,5887.6,5997.8,5692.3,5764.6,83.93K
2017/10/28,5764.6,5871,5654.8,5726.6,53.23K
2017/10/29,5726.6,6295.4,5679.4,6147.5,163.06K
2017/10/30,6147.7,6226.2,6019,6124.3,78.62K
2017/10/31,6124.3,6467.2,6090.8,6451.2,101.25K
2017/11/1,6449.1,6738.7,6355,6737.8,133.19K
2017/11/2,6737.8,7339.9,6737.8,7024.8,238.80K
2017/11/3,7024.8,7445.6,6938.9,7152.1,154.89K
2017/11/4,7147,7492.2,6957.8,7363.8,106.60K
2017/11/5,7363.8,7599.4,7284.3,7389.5,105.73K
2017/11/6,7389.5,7429.7,6934.7,6959.2,159.69K
2017/11/7,6959.3,7222.4,6957.8,7102.8,101.05K
2017/11/8,7102.2,7869.1,7027,7444.4,220.22K
2017/11/9,7444.4,7457.1,7040.8,7129.6,126.77K
2017/11/10,7129.6,7319,6406,6565.8,222.00K
2017/11/11,6565.8,6821.5,6197.9,6339.9,135.72K
2017/11/12,6339.9,6490.5,5493.6,5878.1,269.83K
2017/11/13,5878.1,6760.1,5828.3,6522.5,178.34K
2017/11/14,6522.5,6728.6,6419.2,6597.1,96.50K
2017/11/15,6597.1,7330.1,6596.9,7283.2,131.12K
2017/11/16,7283,7964.6,7119.2,7853.7,133.94K
2017/11/17,7853.7,8000.2,7534.7,7700,117.35K
2017/11/18,7700,7857.5,7458.9,7780.9,74.38K
2017/11/19,7781,8100.9,7675.4,8042.6,68.62K
2017/11/20,8042.6,8294.1,7947.3,8244.7,75.70K
2017/11/21,8245.9,8368.4,7819.1,8100,115.45K
2017/11/22,8099.9,8304.4,8091.6,8234.5,65.81K
2017/11/23,8234.5,8266.5,8012.4,8013.4,68.01K
2017/11/24,8013.4,8332.9,7900.2,8200.8,73.00K
2017/11/25,8203.5,8762,8153.7,8754.7,84.67K
2017/11/26,8754.6,9474.6,8746.6,9318.4,85.89K
2017/11/27,9318.4,9733.6,9316.8,9733.2,106.90K
2017/11/28,9732.6,9969.6,9638.2,9906,87.76K
2017/11/29,9906,11417.8,8938.7,9837.9,233.33K
2017/11/30,9848,10689.1,9023.8,9946.8,187.01K
2017/12/1,9947.1,10942.8,9420.9,10861.5,131.92K
2017/12/2,10861.5,11175.2,10715.5,10912.7,86.83K
2017/12/3,10912.7,11851.1,10578.4,11246.2,122.13K
2017/12/4,11244.2,11624.6,10917.8,11623.9,93.17K
2017/12/5,11624.4,11901.9,11486.1,11667.1,89.69K
2017/12/6,11667.1,13843.2,11661.8,13749.6,191.58K
2017/12/7,13750.1,16879.3,13401.6,16850.3,297.11K
2017/12/8,16868,17294.8,13906.1,16047.6,286.76K
2017/12/9,16048.2,16313.2,13151.5,14843.4,181.98K
2017/12/10,14840,15783.2,13031,15059.6,201.62K
2017/12/11,15060.5,17399.2,15024.6,16732.5,159.73K
2017/12/12,16733.3,17560.7,16254.5,17083.9,132.85K
2017/12/13,17083.9,17268,15669.9,16286.8,155.41K
2017/12/14,16286.8,16941.1,16023.6,16467.9,107.92K
2017/12/15,16467.9,17987,16442.2,17604.8,153.65K
2017/12/16,17594.1,19587.7,17318.5,19345.5,112.17K
2017/12/17,19346.6,19870.6,18750.9,19065.7,117.41K
2017/12/18,19065.7,19221.1,18114.4,18972.3,139.25K
2017/12/19,18971.2,19022,16812.8,17523.7,174.54K
2017/12/20,17521.7,17813.6,15642.7,16462,227.68K
2017/12/21,16461.1,17301.8,14953,15632.1,163.74K
2017/12/22,15632.1,15823.7,10875.7,13665,466.98K
2017/12/23,13665,15493.2,13356.1,14396.5,170.17K
2017/12/24,14396.6,14413.7,12166.5,13790,182.42K
2017/12/25,13790,14467.4,13010.7,13833.5,107.48K
2017/12/26,13830.2,16094.7,13748.5,15756.6,143.14K
2017/12/27,15757,16514.6,14534.7,15416.6,138.71K
2017/12/28,15416.3,15505.5,13466.1,14398.7,170.37K
2017/12/29,14398.5,15109.8,13951.1,14392.6,118.88K
2017/12/30,14392.1,14461.5,11962.1,12531.5,182.07K
2017/12/31,12532.4,14241.8,12359.4,13850.4,111.27K
2018/1/1,13850.5,13921.5,12877.7,13444.9,78.43K
2018/1/2,13444.9,15306.1,12934.2,14754.1,137.73K
2018/1/3,14754.1,15435,14579.7,15156.6,106.54K
2018/1/4,15156.5,15408.7,14244.7,15180.1,110.97K
2018/1/5,15180.1,17126.9,14832.4,16954.8,141.96K
2018/1/6,16954.8,17252.8,16286.6,17172.3,83.93K
2018/1/7,17174.5,17184.8,15791.1,16228.2,79.01K
2018/1/8,16228.3,16302.9,13902.3,14976.2,142.45K
2018/1/9,14976.2,15324.6,14613.4,14778.5,71.40K
2018/1/10,14778.5,15045.4,13613.1,15043,87.07K
2018/1/11,15046.7,15109.1,13048.3,13535.4,167.81K
2018/1/12,13529.2,14176.4,13410,13886.7,82.37K
2018/1/13,13896,14640.7,13888.2,14292.2,61.14K
2018/1/14,14291.9,14446.1,13094.7,13695.2,85.12K
2018/1/15,13695.5,14396.6,13475.4,13697.5,73.27K
2018/1/16,13704.4,13711,10050.7,11362,317.10K
2018/1/17,11357.7,11769.6,9271.3,11192.3,361.80K
2018/1/18,11202,12004.7,10660.2,11245.4,242.45K
2018/1/19,11229.6,11973.2,10901.5,11580.2,170.74K
2018/1/20,11579.2,13082.2,11567.3,12858.9,143.90K
2018/1/21,12857.1,12860.2,11164.5,11594.9,206.96K
2018/1/22,11597.5,11970.9,10136.8,10864.8,201.73K
2018/1/23,10869,11438,10056.6,10903.2,188.37K
2018/1/24,10899.4,11549.5,10584.5,11452.3,136.06K
2018/1/25,11439.9,11740.9,10983.8,11203,181.81K
2018/1/26,11203.1,11655.3,10389.4,11118.1,253.91K
2018/1/27,11118,11621.7,10908.4,11467.5,163.49K
2018/1/28,11471.2,12112.7,11433.3,11795.1,154.63K
2018/1/29,11794.9,11888.1,11119,11244.8,137.42K
2018/1/30,11244.5,11277.2,9917.7,10166,264.72K
2018/1/31,10166.3,10397.7,9742.2,10265.4,208.47K
2018/2/1,10266.2,10303,8789.2,9181.1,358.40K
2018/2/2,9179.8,9201.4,7915.8,8893.2,519.40K
2018/2/3,8894.4,9506.9,8249.3,9241.1,248.71K
2018/2/4,9241.5,9382.1,7932.1,8222.2,280.94K
2018/2/5,8220.8,8383.2,6651.9,6938.5,593.89K
2018/2/6,6939.3,7896.2,5996.6,7701.2,886.88K
2018/2/7,7693.8,8536.5,7196.6,7594.7,445.62K
2018/2/8,7595.1,8489.9,7595.1,8164.2,296.10K
2018/2/9,8163.6,8735.6,7784.6,8699.8,233.94K
2018/2/10,8697.3,9066.6,8172.2,8559.6,263.53K
2018/2/11,8559.7,8564.2,7843.7,8081.9,236.20K
2018/2/12,8083.6,8984.9,8083.6,8903.5,238.67K
2018/2/13,8906.2,8942.7,8378,8539.2,195.87K
2018/2/14,8542.6,9500,8541.6,9476.3,246.88K
2018/2/15,9475.6,10206.8,9348.5,10037.3,291.28K
2018/2/16,10031.3,10294.3,9707.7,10178.7,206.44K
2018/2/17,10177.3,11095.9,10070.9,11073.5,224.76K
2018/2/18,11073.7,11271.6,10137.2,10398.8,288.91K
2018/2/19,10396.6,11250.5,10324.8,11169.4,215.20K
2018/2/20,11169.7,11791.5,11119.9,11238.7,267.56K
2018/2/21,11240.9,11289.7,10252.2,10473,327.14K
2018/2/22,10470.1,10930.2,9743.9,9841.7,316.63K
2018/2/23,9840.6,10419.1,9597.8,10170.4,271.50K
2018/2/24,10163.8,10506.1,9394.5,9704.3,239.16K
2018/2/25,9703.1,9860.3,9330.1,9585.2,196.49K
2018/2/26,9590.9,10378.4,9410.3,10285.1,235.94K
2018/2/27,10287.8,10867.2,10120.5,10594.4,202.58K
2018/2/28,10584.4,11070.7,10303.4,10333.9,215.22K
2018/3/1,10335.1,11047.8,10248.7,10904.5,188.77K
2018/3/2,10904.5,11167,10677.1,10827.7,201.69K
2018/3/3,10822.5,11420.7,9585.5,11402.3,172.20K
2018/3/4,11402.8,11490.3,10878.4,11416.5,156.40K
2018/3/5,11415.7,11506.9,11281.2,11330.6,162.11K
2018/3/6,11314.2,11316.4,10412,10675.1,230.65K
2018/3/7,10779,10899,9422.1,9902.9,284.54K
2018/3/8,9910.7,10109,9037,9300,256.26K
2018/3/9,9301.9,9420.5,8351,9217,371.46K
2018/3/10,9216.2,9500,8691.1,8762,198.73K
2018/3/11,8732.2,9719.6,8516.4,9529.6,266.59K
2018/3/12,9535.8,9892.2,8804.1,9137.4,257.91K
2018/3/13,9138.7,9482,8875.1,9154.9,239.46K
2018/3/14,9154.9,9353.4,7958.5,8210.6,305.45K
2018/3/15,8210.2,8427,7691.7,8264.4,326.53K
2018/3/16,8264.3,8604.8,7929.1,8289.2,236.13K
2018/3/17,8198,8344.8,7760.2,7874.9,208.05K
2018/3/18,7873.2,8283.6,7323.3,8201.2,348.02K
2018/3/19,8200.9,8698.3,8127.7,8616.8,316.96K
2018/3/20,8614.1,9039.6,8326.8,8912.6,253.44K
2018/3/21,8912.4,9173.4,8775.1,8905.9,218.19K
2018/3/22,8903.7,9096.2,8499.1,8726.2,223.01K
2018/3/23,8725.3,8917,8305.6,8916.8,210.11K
2018/3/24,8917.3,9008.8,8523.6,8547.4,177.43K
2018/3/25,8549.1,8679,8392.2,8473.2,149.52K
2018/3/26,8474,8515.7,7865.9,8143.5,247.18K
2018/3/27,8146.5,8218.3,7760.6,7801.7,223.10K
2018/3/28,7803,8110.4,7754.5,7954.9,167.36K
2018/3/29,7955.2,7980.7,6954.9,7129.2,348.75K
2018/3/30,7132.4,7288.1,6603.8,6853.7,417.31K
2018/3/31,6856.5,7221.5,6804.9,6938.2,245.30K
2018/4/1,6939.1,7047.7,6460.1,6825.2,257.53K
2018/4/2,6825.4,7121.3,6787.6,7068.4,199.31K
2018/4/3,7067.2,7519.3,7032.9,7424.2,230.80K
2018/4/4,7423.8,7432.9,6726.9,6808.9,239.51K
2018/4/5,6808.7,6918.2,6592.5,6782,221.70K
2018/4/6,6783.7,6859.7,6523.4,6624.3,174.90K
2018/4/7,6624.5,7071.9,6616.1,6905.7,177.10K
2018/4/8,6905.9,7113.4,6903.9,7030.5,132.51K
2018/4/9,7035.7,7192.5,6633.2,6781.9,241.19K
2018/4/10,6782.6,6899.5,6671.6,6854.8,134.23K
2018/4/11,6855.6,6988.6,6818.4,6962.1,142.07K
2018/4/12,6963.3,8009.6,6779.3,7926.6,398.30K
2018/4/13,7926.9,8228,7756.6,7887.4,296.95K
2018/4/14,7891.1,8180.2,7839.3,8004.4,164.71K
2018/4/15,8004.6,8411.5,8004.6,8363.6,160.26K
2018/4/16,8362.2,8412.9,7908.5,8070,197.70K
2018/4/17,8070,8171.7,7852.8,7908.6,162.59K
2018/4/18,7908.5,8227.6,7895.3,8178.4,163.26K
2018/4/19,8179,8303.7,8126.7,8290.8,155.08K
2018/4/20,8292.3,8926.2,8224.5,8867,225.96K
2018/4/21,8867,9027.7,8614.5,8923.1,206.01K
2018/4/22,8923.6,9022.3,8766.5,8806.7,161.89K
2018/4/23,8809.3,9001,8785.3,8952.8,147.54K
2018/4/24,8952.7,9734.8,8937,9645.3,260.79K
2018/4/25,9645,9753.1,8768.1,8873.1,395.67K
2018/4/26,8874.5,9303.6,8669.8,9287,248.39K
2018/4/27,9282.8,9386.3,8920.2,8940.9,184.91K
2018/4/28,8940.8,9428.9,8895.5,9352.4,199.78K
2018/4/29,9352.2,9565.1,9182.8,9415.1,184.72K
2018/4/30,9415.8,9456.7,9135.4,9245.1,156.83K
2018/5/1,9245.1,9245.1,8851,9074.9,173.35K
2018/5/2,9076.8,9265.7,8991.9,9243.2,137.48K
2018/5/3,9244.2,9809.4,9171.4,9749.7,201.18K
2018/5/4,9747.6,9800.9,9549,9708.6,161.55K
2018/5/5,9709.5,9992.8,9691.3,9853.5,158.45K
2018/5/6,9859.6,9957.7,9446.7,9656.4,150.95K
2018/5/7,9651.1,9675.6,9204.2,9431.6,165.08K
2018/5/8,9373.9,9404.4,9079.8,9196.4,157.45K
2018/5/9,9194.9,9377.9,8988,9319.1,147.89K
2018/5/10,9319.2,9393.3,9013.4,9025.7,152.71K
2018/5/11,9026,9028.7,8359.6,8408.3,270.62K
2018/5/12,8409.6,8646.1,8184.1,8459.5,210.87K
2018/5/13,8489.1,8758.4,8330,8693.5,149.80K
2018/5/14,8693.4,8878.3,8305.1,8674.1,212.05K
2018/5/15,8674,8842.1,8436.5,8477,179.62K
2018/5/16,8477,8496.4,8120.1,8344.4,188.03K
2018/5/17,8344.6,8458.7,8022.3,8063,154.36K
2018/5/18,8064.4,8273.6,7939.8,8245.7,150.32K
2018/5/19,8244.7,8389.1,8153.2,8245.1,107.89K
2018/5/20,8243.9,8580.4,8184.7,8529,113.76K
2018/5/21,8529.5,8550.6,8375.5,8403.3,115.52K
2018/5/22,8403.8,8414.5,7979.3,8006,137.51K
2018/5/23,8005.7,8047.4,7467.6,7512.3,237.60K
2018/5/24,7512.3,7736.6,7293.4,7592.9,211.11K
2018/5/25,7593.9,7653.4,7355.6,7477.7,161.82K
2018/5/26,7478.5,7619.3,7331.5,7361.3,103.07K
2018/5/27,7361.9,7411.8,7267.5,7366.7,103.29K
2018/5/28,7367.3,7446.9,7090.6,7119.3,152.29K
2018/5/29,7119.3,7533,7069.8,7467.7,186.97K
2018/5/30,7469.2,7565.2,7306.8,7400.1,140.37K
2018/5/31,7400.8,7611.9,7355,7502.6,144.52K
2018/6/1,7502.5,7610.4,7375.8,7530.8,135.92K
2018/6/2,7530.8,7694.5,7467.9,7646.6,121.18K
2018/6/3,7646.6,7775,7611.3,7729.3,116.68K
2018/6/4,7729.3,7759.9,7468.4,7504.3,141.01K
2018/6/5,7507.4,7672.6,7391,7631.5,145.23K
2018/6/6,7631.5,7699.1,7504.4,7661,130.66K
2018/6/7,7661,7754.7,7657.7,7697.8,124.00K
2018/6/8,7697.9,7710.5,7556.9,7622.1,112.88K
2018/6/9,7622.1,7689,7493.3,7515.8,97.56K
2018/6/10,7515.8,7516.3,6668.1,6775.1,275.69K
2018/6/11,6775.2,6910.8,6657.2,6885.9,174.88K
2018/6/12,6885.9,6887.2,6476,6558.2,178.26K
2018/6/13,6558.5,6624.6,6129.1,6312.3,237.48K
2018/6/14,6312.3,6711.5,6283.6,6647.1,201.54K
2018/6/15,6647.3,6655.8,6395.7,6410.3,143.53K
2018/6/16,6410,6564.2,6358,6505.8,108.79K
2018/6/17,6505.8,6593,6452.1,6460.3,90.67K
2018/6/18,6460.5,6794.5,6410.9,6719.8,135.70K
2018/6/19,6719.8,6839.5,6681.5,6752.4,120.54K
2018/6/20,6752.3,6812.7,6575.1,6765.4,121.48K
2018/6/21,6765.8,6797.5,6695.1,6728,99.29K
2018/6/22,6728.2,6739.7,5955,6055.7,278.22K
2018/6/23,6055.2,6259,6032.8,6167.3,142.90K
2018/6/24,6167.9,6248.3,5785.3,6154.6,240.60K
2018/6/25,6155.1,6331.2,6101.7,6256.6,210.69K
2018/6/26,6256.9,6267.7,6060,6082.1,176.66K
2018/6/27,6081.1,6187.3,6025.4,6154.9,133.42K
2018/6/28,6154.9,6178.4,5854,5883.5,156.05K
2018/6/29,5883.2,6284.9,5818.5,6213.3,206.96K
2018/6/30,6213.4,6498.5,6204,6398.9,189.33K
2018/7/1,6398.5,6445.1,6284.7,6366.8,128.51K
2018/7/2,6349.1,6680,6275,6619.5,179.92K
2018/7/3,6618.6,6676.6,6513.5,6513.5,150.19K
2018/7/4,6513.8,6774.5,6442.3,6598.4,143.04K
2018/7/5,6598,6693.6,6466.1,6546.5,166.18K
2018/7/6,6546.5,6638.2,6458.3,6617.7,132.69K
2018/7/7,6617.7,6805.9,6531.1,6765.5,114.57K
2018/7/8,6765.4,6784,6694.3,6714.8,267.60K
2018/7/9,6715.1,6793.8,6637.7,6667.1,289.48K
2018/7/10,6668.4,6686.8,6291.5,6307.2,315.27K
2018/7/11,6307.2,6409.7,6296.6,6389.1,243.82K
2018/7/12,6389.1,6389.4,6088.8,6250.6,289.24K
2018/7/13,6250.8,6333.8,6144.5,6230.2,233.22K
2018/7/14,6229.5,6313.5,6192.5,6254.8,243.71K
2018/7/15,6254.8,6399.6,6238.5,6362.9,180.67K
2018/7/16,6362.8,6749.2,6344.1,6729.9,312.12K
2018/7/17,6729.8,7453.2,6666,7322,337.75K
2018/7/18,7321.6,7581.2,7249.3,7383.6,333.32K
2018/7/19,7383.9,7558.4,7288.8,7477.5,247.25K
2018/7/20,7477.6,7683.6,7292,7339.4,258.85K
2018/7/21,7339.3,7460.8,7223.5,7408.7,160.77K
2018/7/22,7409,7575.3,7343.7,7412.3,204.16K
2018/7/23,7412.4,7809.6,7379.2,7723,272.15K
2018/7/24,7723.1,8479.8,7701.9,8407,345.32K
2018/7/25,8404.9,8484.6,8062.1,8173.7,269.23K
2018/7/26,8173.9,8304.3,7861,7937,235.45K
2018/7/27,7936.9,8273.8,7808.3,8187.4,243.22K
2018/7/28,8186.8,8234.1,8077.4,8234.1,147.14K
2018/7/29,8231.5,8275.4,8113.3,8215.6,155.24K
2018/7/30,8214.7,8262,7874.4,8177.1,242.21K
2018/7/31,8176.4,8176.5,7649.8,7729.4,266.94K
2018/8/1,7728.5,7753.2,7449.2,7606.4,237.69K
2018/8/2,7606.4,7701.4,7470.6,7535.6,216.34K
2018/8/3,7535.6,7535.6,7293.5,7419,226.46K
2018/8/4,7418.9,7484.2,6949.7,7014.3,222.57K
2018/8/5,7014,7087.6,6887.9,7027.1,177.64K
2018/8/6,7027.8,7143.6,6852.5,6943.6,168.87K
2018/8/7,6943.6,7149.7,6689.9,6724.9,232.48K
2018/8/8,6725.2,6725.2,6138.8,6283.6,311.54K
2018/8/9,6283.7,6620.2,6197,6538.8,237.66K
2018/8/10,6539.5,6570.2,6043.4,6152.3,298.82K
2018/8/11,6152.8,6469.6,6009.8,6231.6,247.34K
2018/8/12,6232.1,6453,6169.8,6313,216.33K
2018/8/13,6313,6524.1,6159.6,6255.3,234.09K
2018/8/14,6255.3,6255.3,5898.3,6190.2,3.66M
2018/8/15,6190.2,6592.8,6177.9,6256.9,3.74M
2018/8/16,6256.9,6470.9,6249.8,6306.7,3.50M
2018/8/17,6306.7,6581.7,6291.8,6581.7,3.20M
2018/8/18,6581.8,6626.4,6295.5,6379.1,3.15M
2018/8/19,6379.1,6534.8,6316,6481.5,2.71M
2018/8/20,6474.2,6516.4,6255.9,6268.1,3.10M
2018/8/21,6268.1,6484.1,6257.4,6482.2,1.46M
2018/8/22,6482.2,6840.8,6304.8,6359.6,3.63M
2018/8/23,6359.9,6550.2,6359.2,6521.2,2.76M
2018/8/24,6521.2,6721.2,6472.8,6680.4,3.70M
2018/8/25,6680.6,6783.4,6655.3,6734.8,3.59M
2018/8/26,6734.9,6892.7,6573.1,6712.7,3.37M
2018/8/27,6712.7,6902.9,6650.4,6897.6,3.26M
2018/8/28,6897.6,7129.7,6861.2,7074.6,3.79M
2018/8/29,7074.6,7121.4,6926.7,7029.1,4.11M
2018/8/30,7029.2,7050.2,6798,6993.7,3.74M
2018/8/31,6993.7,7080.2,6698,7033.8,4.21M
2018/9/1,7032.4,7264.3,7020.4,7189.6,3.52M
2018/9/2,7189.6,7334.8,7117.3,7293.9,3.90M
2018/9/3,7289.8,7330.7,7182.8,7264.2,3.87M
2018/9/4,7264.2,7409.9,7234.5,7377.5,3.92M
2018/9/5,7377.5,7407.5,6691.8,6706.8,4.55M
2018/9/6,6706.8,6732.9,6337.8,6514,4.02M
2018/9/7,6514.1,6540.6,6316.2,6390.9,3.30M
2018/9/8,6390.9,6484.3,6132.3,6184.3,3.46M
2018/9/9,6184.3,6432.6,6148.8,6238.5,2.84M
2018/9/10,6238.5,6358.5,6237.3,6321,3.11M
2018/9/11,6320.7,6391.8,6189.6,6293.9,3.30M
2018/9/12,6293.9,6353.5,6204.5,6338,3.04M
2018/9/13,6338,6867.3,6337.8,6482.9,3.53M
2018/9/14,6482.9,6579.4,6412.1,6483.7,3.20M
2018/9/15,6482.6,6562.9,6470.3,6519,3.16M
2018/9/16,6519,6520.8,6406.2,6500.2,3.34M
2018/9/17,6500.2,6533.5,6215.9,6251.9,3.26M
2018/9/18,6251.9,6388.8,6228.8,6342,2.82M
2018/9/19,6342,6478.7,6144.5,6390.4,3.54M
2018/9/20,6390.4,6537.5,6346.4,6489.2,5.18M
2018/9/21,6490.9,6780.5,6489.8,6766.7,7.73M
2018/9/22,6766.7,6833.3,6635.5,6729.6,7.31M
2018/9/23,6729.6,6789.4,6666.4,6704.1,7.34M
2018/9/24,6713.3,6728.1,6559.1,6584.1,7.57M
2018/9/25,6590.6,6590.6,5977,6445.1,7.34M
2018/9/26,6443,6551.9,6384.1,6468.1,8.64M
2018/9/27,6463.7,6738.3,6428.8,6689.2,9.34M
2018/9/28,6685.7,6809.2,6538.6,6636,9.57M
2018/9/29,6633.9,6648.4,6464.4,6603.9,9.42M
2018/9/30,6603.9,6673.9,6533.5,6635.2,9.34M
2018/10/1,6635.2,6674.7,6072.7,6608.2,9.19M
2018/10/2,6608.2,6645.7,6034.9,6549.9,9.34M
2018/10/3,6549.9,6563.5,6429.6,6507.8,9.21M
2018/10/4,6509.2,6653,6487.8,6584.2,9.31M
2018/10/5,6584.2,6682.3,6537.6,6639.1,9.34M
2018/10/6,6639.1,6661.5,6550.4,6596.3,9.18M
2018/10/7,6596.3,6633.9,6523.8,6611,77.06K
2018/10/8,6611,6699.5,6589.9,6669.6,119.68K
2018/10/9,6669.6,6678.9,6613.3,6650.8,80.79K
2018/10/10,6650.6,6653.5,6526,6618,101.93K
2018/10/11,6618,6622.5,6206.2,6239.1,245.28K
2018/10/12,6239.2,6344.8,6206.8,6291.3,147.40K
2018/10/13,6291.3,6329.3,6282.8,6321.7,94.45K
2018/10/14,6321.6,6390.9,6300,6326.8,99.38K
2018/10/15,6326.8,7358.4,6300.2,6699.8,443.33K
2018/10/16,6712.4,6836.7,6645.4,6705.3,155.85K
2018/10/17,6718.9,6745.9,6637.8,6686.6,136.71K
2018/10/18,6690.1,6736.3,6530.6,6574.1,134.15K
2018/10/19,6576.4,6603.2,6506.9,6512,121.44K
2018/10/20,6511.7,6593.7,6495.9,6572.2,97.77K
2018/10/21,6575.9,6643.1,6568,6583,92.94K
2018/10/22,6583,6612.7,6529.5,6555.8,101.57K
2018/10/23,6558.6,6573.6,6500.5,6528.7,108.86K
2018/10/24,6531.2,6593.8,6522.6,6530.7,98.74K
2018/10/25,6532.5,6544.8,6491.5,6507,97.43K
2018/10/26,6507,6570.5,6498.5,6510,97.17K
2018/10/27,6510,6534,6473.7,6494.2,76.72K
2018/10/28,6494.6,6502.2,6461.2,6486.1,93.97K
2018/10/29,6486.1,6498.4,6310.5,6335,160.52K
2018/10/30,6336.7,6469.9,6316.5,6325.7,128.21K
2018/10/31,6327.9,6405.7,6257.8,6365.9,129.06K
2018/11/1,6365.9,6421.8,6354.2,6400.5,124.16K
2018/11/2,6400.5,6444.3,6390.9,6424.7,135.87K
2018/11/3,6424.5,6429.5,6346.2,6386.2,112.84K
2018/11/4,6386.2,6508.9,6359.7,6478.2,128.76K
2018/11/5,6478.2,6489.2,6431.7,6459.7,128.51K
2018/11/6,6460.4,6509.6,6441.6,6502.8,154.87K
2018/11/7,6503.1,6594.3,6502,6565.3,170.76K
2018/11/8,6565.3,6577.3,6466.3,6474,159.30K
2018/11/9,6473.8,6496.1,6390,6412,151.60K
2018/11/10,6411.9,6461.7,6411.7,6427.1,115.87K
2018/11/11,6427.1,6451.7,6359,6446.1,127.40K
2018/11/12,6445,6475.9,6409.4,6435,130.16K
2018/11/13,6435,6466.8,6386.7,6429.2,137.60K
2018/11/14,6428.9,6453.3,5619.2,5842.4,438.21K
2018/11/15,5854,5878.5,5384.1,5718.9,375.86K
2018/11/16,5723.5,5747.7,5539.7,5636.2,224.12K
2018/11/17,5636.2,5645.5,5561.4,5621.8,156.51K
2018/11/18,5621,5727.9,5615.5,5658.3,158.68K
2018/11/19,5660.4,5662.5,4831.1,4883.8,478.26K
2018/11/20,4883.6,5013.4,4272.3,4524.6,714.08K
2018/11/21,4523,4743.7,4393,4638.7,412.74K
2018/11/22,4646.4,4695.7,4346.7,4356,261.85K
2018/11/23,4360.9,4455.6,4223.7,4398,348.99K
2018/11/24,4397.3,4494.6,3821.5,3920.4,382.72K
2018/11/25,3920.3,4198.4,3634.2,4062.2,619.95K
2018/11/26,4061,4179,3679.8,3837,571.04K
2018/11/27,3840.3,3920.6,3687.8,3866.5,457.27K
2018/11/28,3866.4,4391.8,3866.4,4265.4,533.04K
2018/11/29,4265.5,4440.1,4140.6,4296.5,414.46K
2018/11/30,4296.8,4340.6,3954.5,4039.7,444.52K
2018/12/1,4038.7,4299.1,3967.1,4196.2,316.30K
2018/12/2,4196.2,4316.1,4105.3,4160.4,298.63K
2018/12/3,4160.3,4177,3839.9,3897.8,355.10K
2018/12/4,3899.9,4082.9,3809.3,3958.5,326.71K
2018/12/5,3958.1,3974.1,3765.2,3771.6,341.60K
2018/12/6,3771.4,3887.2,3505.7,3508.6,467.54K
2018/12/7,3508.9,3626.6,3251.8,3422.2,639.33K
2018/12/8,3422.3,3507.7,3302.9,3430.4,424.40K
